#tax_id	GeneID	GO_ID	Evidence	Qualifier	GO_term	PubMed	Category
8839	101789501	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101789502	GO:0000226	IEA	involved_in	microtubule cytoskeleton organization	30032202	Process
8839	101789502	GO:0005930	IEA	located_in	axoneme	30032202	Component
8839	101789502	GO:0036064	IEA	located_in	ciliary basal body	30032202	Component
8839	101789502	GO:0045494	IEA	involved_in	photoreceptor cell maintenance	30032202	Process
8839	101789502	GO:0120200	IEA	located_in	rod photoreceptor outer segment	30032202	Component
8839	101789502	GO:0120206	IEA	located_in	photoreceptor distal connecting cilium	30032202	Component
8839	101789503	GO:0005044	IEA	enables	scavenger receptor activity	22301074	Function
8839	101789503	GO:0006955	IEA	involved_in	immune response	22301074	Process
8839	101789503	GO:0030247	IEA	enables	polysaccharide binding	22301074	Function
8839	101789504	GO:0006366	IEA	involved_in	transcription by RNA polymerase II	30032202	Process
8839	101789505	GO:0004180	IEA	enables	carboxypeptidase activity	30032202	Function
8839	101789508	GO:0003682	IEA	enables	chromatin binding	30032202	Function
8839	101789508	GO:0003887	IEA	enables	DNA-directed DNA polymerase activity	30032202	Function
8839	101789508	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101789508	GO:0005759	IEA	located_in	mitochondrial matrix	30032202	Component
8839	101789508	GO:0006264	IEA	involved_in	mitochondrial DNA replication	30032202	Process
8839	101789508	GO:0009411	IEA	involved_in	response to UV	30032202	Process
8839	101789508	GO:0031297	IEA	involved_in	replication fork processing	30032202	Process
8839	101789508	GO:0042276	IEA	involved_in	error-prone translesion synthesis	30032202	Process
8839	101789509	GO:0004222	IEA	enables	metalloendopeptidase activity	22301074|30032202	Function
8839	101789509	GO:0006508	IEA	involved_in	proteolysis	22301074	Process
8839	101789509	GO:0008270	IEA	enables	zinc ion binding	22301074	Function
8839	101789511	GO:0006886	IEA	involved_in	intracellular protein transport	22301074	Process
8839	101789511	GO:0006896	IEA	involved_in	Golgi to vacuole transport	22301074	Process
8839	101789511	GO:0030117	IEA	part_of	membrane coat	22301074	Component
8839	101789511	GO:0030123	IEA	part_of	AP-3 adaptor complex	22301074	Component
8839	101789513	GO:0005219	IEA	enables	ryanodine-sensitive calcium-release channel activity	22301074|30032202	Function
8839	101789513	GO:0005509	IEA	enables	calcium ion binding	22301074	Function
8839	101789513	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101789513	GO:0005790	IEA	located_in	smooth endoplasmic reticulum	30032202	Component
8839	101789513	GO:0006874	IEA	involved_in	intracellular calcium ion homeostasis	22301074	Process
8839	101789513	GO:0006941	IEA	involved_in	striated muscle contraction	30032202	Process
8839	101789513	GO:0014808	IEA	involved_in	release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	30032202	Process
8839	101789513	GO:0030018	IEA	located_in	Z disc	30032202	Component
8839	101789513	GO:0033017	IEA	located_in	sarcoplasmic reticulum membrane	30032202	Component
8839	101789513	GO:0034704	IEA	part_of	calcium channel complex	30032202	Component
8839	101789513	GO:0042383	IEA	located_in	sarcolemma	30032202	Component
8839	101789515	GO:0005524	IEA	enables	ATP binding	22301074	Function
8839	101789515	GO:0008094	IEA	enables	ATP-dependent activity, acting on DNA	22301074	Function
8839	101789515	GO:0016887	IEA	enables	ATP hydrolysis activity	22301074	Function
8839	101789516	GO:0007020	IEA	involved_in	microtubule nucleation	30032202	Process
8839	101789516	GO:0031116	IEA	involved_in	positive regulation of microtubule polymerization	30032202	Process
8839	101789516	GO:0031122	IEA	involved_in	cytoplasmic microtubule organization	30032202	Process
8839	101789516	GO:0035371	IEA	located_in	microtubule plus-end	30032202	Component
8839	101789520	GO:0004672	IEA	enables	protein kinase activity	22301074	Function
8839	101789520	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101789520	GO:0005524	IEA	enables	ATP binding	22301074	Function
8839	101789520	GO:0006468	IEA	involved_in	protein phosphorylation	22301074	Process
8839	101789520	GO:0008307	IEA	enables	structural constituent of muscle	30032202	Function
8839	101789520	GO:0031430	IEA	located_in	M band	30032202	Component
8839	101789520	GO:0045214	IEA	involved_in	sarcomere organization	30032202	Process
8839	101789520	GO:0048738	IEA	involved_in	cardiac muscle tissue development	30032202	Process
8839	101789522	GO:0000978	IEA	enables	RNA polymerase II cis-regulatory region sequence-specific DNA binding	30032202	Function
8839	101789522	GO:0000981	IEA	enables	DNA-binding transcription factor activity, RNA polymerase II-specific	30032202	Function
8839	101789522	GO:0006357	IEA	involved_in	regulation of transcription by RNA polymerase II	30032202	Process
8839	101789522	GO:0007517	IEA	involved_in	muscle organ development	30032202	Process
8839	101789522	GO:0035914	IEA	involved_in	skeletal muscle cell differentiation	30032202	Process
8839	101789522	GO:0045663	IEA	involved_in	positive regulation of myoblast differentiation	30032202	Process
8839	101789522	GO:0046983	IEA	enables	protein dimerization activity	22301074	Function
8839	101789522	GO:0048743	IEA	involved_in	positive regulation of skeletal muscle fiber development	30032202	Process
8839	101789523	GO:0005739	IEA	located_in	mitochondrion	22301074	Component
8839	101789523	GO:0007007	IEA	involved_in	inner mitochondrial membrane organization	30032202	Process
8839	101789523	GO:0061617	IEA	part_of	MICOS complex	22301074|30032202	Component
8839	101789524	GO:0006811	IEA	involved_in	monoatomic ion transport	22301074	Process
8839	101789524	GO:0015276	IEA	enables	ligand-gated monoatomic ion channel activity	22301074	Function
8839	101789524	GO:0016020	IEA	located_in	membrane	22301074	Component
8839	101789524	GO:0038023	IEA	enables	signaling receptor activity	22301074	Function
8839	101789525	GO:0003729	IEA	enables	mRNA binding	30032202	Function
8839	101789525	GO:0003743	IEA	enables	translation initiation factor activity	30032202	Function
8839	101789525	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101789525	GO:0016281	IEA	part_of	eukaryotic translation initiation factor 4F complex	30032202	Component
8839	101789527	GO:0000785	IEA	located_in	chromatin	30032202	Component
8839	101789527	GO:0000786	IEA	part_of	nucleosome	22301074	Component
8839	101789527	GO:0003677	IEA	enables	DNA binding	22301074	Function
8839	101789527	GO:0003682	IEA	enables	chromatin binding	30032202	Function
8839	101789527	GO:0003712	IEA	enables	transcription coregulator activity	30032202	Function
8839	101789527	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101789527	GO:0006334	IEA	involved_in	nucleosome assembly	22301074	Process
8839	101789527	GO:0006357	IEA	involved_in	regulation of transcription by RNA polymerase II	30032202	Process
8839	101789527	GO:0010484	IEA	enables	histone H3 acetyltransferase activity	30032202	Function
8839	101789527	GO:0070776	IEA	part_of	MOZ/MORF histone acetyltransferase complex	30032202	Component
8839	101789528	GO:0004657	IEA	enables	proline dehydrogenase activity	30032202	Function
8839	101789528	GO:0005739	IEA	located_in	mitochondrion	30032202	Component
8839	101789528	GO:0071949	IEA	enables	FAD binding	30032202	Function
8839	101789529	GO:0030904	IEA	part_of	retromer complex	30032202	Component
8839	101789529	GO:0031901	IEA	located_in	early endosome membrane	30032202	Component
8839	101789529	GO:0032266	IEA	enables	phosphatidylinositol-3-phosphate binding	30032202	Function
8839	101789529	GO:0032456	IEA	involved_in	endocytic recycling	30032202	Process
8839	101789529	GO:0034499	IEA	involved_in	late endosome to Golgi transport	30032202	Process
8839	101789531	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101789531	GO:0005794	IEA	located_in	Golgi apparatus	30032202	Component
8839	101789532	GO:0009986	IEA	located_in	cell surface	30032202	Component
8839	101789532	GO:0030424	IEA	located_in	axon	30032202	Component
8839	101789532	GO:0034113	IEA	involved_in	heterotypic cell-cell adhesion	30032202	Process
8839	101789532	GO:0043025	IEA	located_in	neuronal cell body	30032202	Component
8839	101789532	GO:0043031	IEA	involved_in	negative regulation of macrophage activation	22301074	Process
8839	101789532	GO:0050776	IEA	involved_in	regulation of immune response	22301074	Process
8839	101789532	GO:0098632	IEA	enables	cell-cell adhesion mediator activity	30032202	Function
8839	101789532	GO:0150079	IEA	involved_in	negative regulation of neuroinflammatory response	30032202	Process
8839	101789533	GO:0004890	IEA	enables	GABA-A receptor activity	22301074	Function
8839	101789533	GO:0005230	IEA	enables	extracellular ligand-gated monoatomic ion channel activity	22301074	Function
8839	101789533	GO:0006821	IEA	involved_in	chloride transport	22301074	Process
8839	101789533	GO:0007214	IEA	involved_in	gamma-aminobutyric acid signaling pathway	22301074	Process
8839	101789533	GO:0016020	IEA	located_in	membrane	22301074	Component
8839	101789533	GO:0034220	IEA	involved_in	monoatomic ion transmembrane transport	22301074	Process
8839	101789534	GO:0000902	IEA	involved_in	cell morphogenesis	30032202	Process
8839	101789534	GO:0005509	IEA	enables	calcium ion binding	22301074	Function
8839	101789534	GO:0005912	IEA	located_in	adherens junction	30032202	Component
8839	101789534	GO:0007043	IEA	involved_in	cell-cell junction assembly	30032202	Process
8839	101789534	GO:0007156	IEA	involved_in	homophilic cell-cell adhesion	22301074	Process
8839	101789534	GO:0007275	IEA	involved_in	multicellular organism development	30032202	Process
8839	101789534	GO:0008013	IEA	enables	beta-catenin binding	30032202	Function
8839	101789534	GO:0016020	IEA	located_in	membrane	22301074	Component
8839	101789534	GO:0016339	IEA	involved_in	calcium-dependent cell-cell adhesion	30032202	Process
8839	101789534	GO:0016342	IEA	part_of	catenin complex	30032202	Component
8839	101789534	GO:0016477	IEA	involved_in	cell migration	30032202	Process
8839	101789534	GO:0034332	IEA	involved_in	adherens junction organization	30032202	Process
8839	101789534	GO:0044331	IEA	involved_in	cell-cell adhesion mediated by cadherin	30032202	Process
8839	101789534	GO:0045296	IEA	enables	cadherin binding	30032202	Function
8839	101789536	GO:0000124	IEA	part_of	SAGA complex	30032202	Component
8839	101789536	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101789536	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101789536	GO:0006281	IEA	involved_in	DNA repair	30032202	Process
8839	101789536	GO:0006355	IEA	involved_in	regulation of DNA-templated transcription	30032202	Process
8839	101789536	GO:0035267	IEA	part_of	NuA4 histone acetyltransferase complex	30032202	Component
8839	101789538	GO:0005509	IEA	enables	calcium ion binding	30032202	Function
8839	101789538	GO:0005544	IEA	enables	calcium-dependent phospholipid binding	30032202	Function
8839	101789538	GO:0005789	IEA	located_in	endoplasmic reticulum membrane	30032202	Component
8839	101789538	GO:0006869	IEA	involved_in	lipid transport	22301074	Process
8839	101789538	GO:0008429	IEA	enables	phosphatidylethanolamine binding	30032202	Function
8839	101789538	GO:0031210	IEA	enables	phosphatidylcholine binding	30032202	Function
8839	101789538	GO:0035091	IEA	enables	phosphatidylinositol binding	30032202	Function
8839	101789539	GO:0000082	IEA	involved_in	G1/S transition of mitotic cell cycle	30032202	Process
8839	101789539	GO:0006511	IEA	involved_in	ubiquitin-dependent protein catabolic process	22301074	Process
8839	101789539	GO:0019901	IEA	enables	protein kinase binding	30032202	Function
8839	101789539	GO:0031625	IEA	enables	ubiquitin protein ligase binding	22301074	Function
8839	101789539	GO:0045860	IEA	involved_in	positive regulation of protein kinase activity	30032202	Process
8839	101789541	GO:0003677	IEA	enables	DNA binding	22301074	Function
8839	101789541	GO:0016020	IEA	located_in	membrane	22301074	Component
8839	101789541	GO:0046513	IEA	involved_in	ceramide biosynthetic process	22301074|30032202	Process
8839	101789541	GO:0050291	IEA	enables	sphingosine N-acyltransferase activity	22301074|30032202	Function
8839	101789542	GO:0005085	IEA	enables	guanyl-nucleotide exchange factor activity	30032202	Function
8839	101789542	GO:0005856	IEA	located_in	cytoskeleton	22301074	Component
8839	101789542	GO:0008092	IEA	enables	cytoskeletal protein binding	22301074	Function
8839	101789542	GO:0010975	IEA	involved_in	regulation of neuron projection development	30032202	Process
8839	101789543	GO:0000398	IEA	involved_in	mRNA splicing, via spliceosome	30032202	Process
8839	101789543	GO:0003730	IEA	enables	mRNA 3'-UTR binding	30032202	Function
8839	101789543	GO:0043047	IEA	enables	single-stranded telomeric DNA binding	30032202	Function
8839	101789543	GO:0051028	IEA	involved_in	mRNA transport	30032202	Process
8839	101789543	GO:0071013	IEA	part_of	catalytic step 2 spliceosome	30032202	Component
8839	101789544	GO:0005829	IEA	located_in	cytosol	30032202	Component
8839	101789544	GO:0008465	IEA	enables	hydroxypyruvate reductase (NADH) activity	30032202	Function
8839	101789544	GO:0030267	IEA	enables	glyoxylate reductase (NADPH) activity	30032202	Function
8839	101789544	GO:0051287	IEA	enables	NAD binding	22301074	Function
8839	101789545	GO:0000340	IEA	enables	RNA 7-methylguanosine cap binding	30032202	Function
8839	101789545	GO:0003743	IEA	enables	translation initiation factor activity	22301074|30032202	Function
8839	101789545	GO:0005737	IEA	located_in	cytoplasm	22301074	Component
8839	101789545	GO:0006413	IEA	involved_in	translational initiation	22301074|30032202	Process
8839	101789545	GO:0016281	IEA	part_of	eukaryotic translation initiation factor 4F complex	30032202	Component
8839	101789547	GO:0000978	IEA	enables	RNA polymerase II cis-regulatory region sequence-specific DNA binding	30032202	Function
8839	101789547	GO:0000981	IEA	enables	DNA-binding transcription factor activity, RNA polymerase II-specific	30032202	Function
8839	101789547	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101789547	GO:0006357	IEA	involved_in	regulation of transcription by RNA polymerase II	30032202	Process
8839	101789549	GO:0030424	IEA	located_in	axon	30032202	Component
8839	101789549	GO:0035418	IEA	involved_in	protein localization to synapse	30032202	Process
8839	101789549	GO:0046872	IEA	enables	metal ion binding	22301074	Function
8839	101789549	GO:0048788	IEA	located_in	cytoskeleton of presynaptic active zone	30032202	Component
